epoch,split,instance_count,positive_instance_count,optimization_steps,mean_total_loss,mean_language_loss,mean_activation_loss,mean_selected_layer_distance,learning_rate,elapsed_seconds
1,train,1475,193,185,424.3187733226623,1.0431321868767678,423.27563895274017,2.859482833086434,0.00014015151515151518,44097.83505296707
1,validation,185,24,0,6.949490693020257,0.9496265471485016,5.999864124607395,0.7501655501288337,0.0,113.5985517501831
2,train,1475,193,185,5.2883078192818465,0.9299477399569952,4.358360064231743,0.6814455514034983,7.007575757575759e-05,52923.06210517883
2,validation,185,24,0,5.917417164358335,0.9054906928156679,5.011926607183508,0.578382243336858,0.0,131.17320895195007
3,train,1475,193,185,3.433191281278002,0.8875822595052295,2.5456090235306044,0.5304862967992233,0.0,57264.007143974304
3,validation,185,24,0,5.587820200199211,0.8967718113314461,4.691048378557772,0.4921628526739172,0.0,104.71281099319458
