epoch,split,instance_count,positive_instance_count,optimization_steps,mean_total_loss,mean_language_loss,mean_activation_loss,mean_selected_layer_distance,learning_rate,elapsed_seconds
1,train,1475,354,185,1328.2333260075318,3.3514939305741906,1324.8818392737437,8.839248123168945,0.00014015151515151518,43772.664607048035
1,validation,185,44,0,17.693451068651033,1.0920952492066331,16.601355784648174,1.95302798554704,0.0,109.72143816947937
2,train,1475,354,185,24.139128790072213,1.1270224465795997,23.01210638531184,2.2219475468134475,7.007575757575759e-05,47273.261681079865
2,validation,185,44,0,6.294585880033067,0.9917214689625277,5.302864440711769,1.0705708245973329,0.0,111.46037316322327
3,train,1475,354,185,14.206674611267902,1.008734955219394,13.19793964579954,1.7380473760831154,0.0,58616.33505487442
3,validation,185,44,0,4.064718840925678,0.9757711889272606,3.0889477136972787,0.7458961796116185,0.0,185.40453100204468
