epoch,split,instance_count,positive_instance_count,optimization_steps,mean_total_loss,mean_language_loss,mean_activation_loss,mean_selected_layer_distance,learning_rate,elapsed_seconds
1,train,1475,354,185,9515.17298094406,1.0041099628553551,9514.168875256555,33.99940211021294,0.0002,1858.1915669441223
1,validation,185,44,0,9403.869953725225,0.9857945684645627,9402.884086237727,34.5052089845812,0.0,84.22590613365173
2,train,1475,354,185,7964.664068888486,1.0178993561712362,7963.646172764665,31.102471573393224,0.0002,1251.3445580005646
2,validation,185,44,0,8009.979106385724,1.0028416959820567,8008.976322070972,31.838755772564863,0.0,85.40822982788086
3,train,1475,354,185,6852.2472812159485,1.0476029003777747,6851.199662196273,28.84932427357819,0.0002,1272.8434901237488
3,validation,185,44,0,6879.734491025918,1.038221520507658,6878.6962606894,29.4741630863499,0.0,84.2113721370697
