property,model,token_count,mean_reference_patch_nll,reference_patch_perplexity,relative_nll_change
coupling,pretrained,117834,0.9411237550652191,2.5628598274254757,0.0
coupling,coupling_activation_steering,117834,0.9443014024544224,2.571016645146674,0.00337643946622422
complexity,pretrained,117834,0.9411237550652191,2.5628598274254757,0.0
complexity,complexity_activation_steering,117834,0.9619430489858989,2.616776060952838,0.02212173883469456
modularity,pretrained,117834,0.9411237550652191,2.5628598274254757,0.0
modularity,modularity_activation_steering,117834,0.9945295485053057,2.703452198934458,0.05674683393406183
