epoch,split,instance_count,positive_instance_count,optimization_steps,mean_total_loss,mean_language_loss,mean_activation_loss,mean_selected_layer_distance,learning_rate,elapsed_seconds
1,train,1475,193,185,2824.0047254127367,1.0022681715932944,2823.002464439263,11.32753774804584,0.0002,3598.0633997917175
1,validation,185,24,0,3142.0016897840273,0.9828430824183129,3141.018829613763,12.685354263718065,0.0,86.97923874855042
2,train,1475,193,185,2573.9774922860174,1.002879041362617,2572.9746185975155,10.824863533084676,0.0002,1549.8457288742065
2,validation,185,24,0,2890.2042311963196,0.9839058387923885,2889.220321222254,12.197908032907023,0.0,82.7268738746643
3,train,1475,193,185,2409.5650505099456,1.00391927270566,2408.5611358021883,10.49685564978648,0.0002,1525.980043888092
3,validation,185,24,0,2648.5795368858285,0.9861809904510911,2647.593334352648,11.708883380889892,0.0,82.19088387489319
