epoch,split,instance_count,positive_instance_count,optimization_steps,mean_total_loss,mean_language_loss,mean_activation_loss,mean_selected_layer_distance,learning_rate,elapsed_seconds
1,train,1475,172,185,1907.5601826944726,1.000725082172302,1906.559454531912,11.38961485264665,0.00014015151515151518,55908.26746916771
1,validation,185,22,0,353.6139774778405,0.9234326731514286,352.69054317989867,5.5321483715160475,0.0,118.15847516059875
2,train,1475,172,185,301.7506983018111,0.915401719039527,300.83529561705507,5.126323182704085,7.007575757575759e-05,52242.97717785835
2,validation,185,22,0,111.09502240292527,0.8959641956195638,110.19905791411529,3.43128310538627,0.0,118.06453394889832
3,train,1475,172,185,166.71608518336285,0.888950548651865,165.82713519597456,3.8829632025249934,0.0,42466.315485954285
3,validation,185,22,0,69.39368581262391,0.8968234412372112,68.49686221560917,2.698312981064255,0.0,146.2452108860016
